web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,experience
"1551710407-2694","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Software Engineer - Dotnet","https://www.naukri.com/job-listings-Software-Engineer-Dotnet-Societe-Generale-Global-Solution-Centre-Bengaluru-3-to-5-years-280219900640?src=premjobsearchDesk&sid=15517104022703&xp=39&px=22","Software Engineer - Dotnet","Societe Generale Global Solution Centre","Bengaluru","Oracle     Windows     WCF     UML     PLSQL     WPF     SyBase     Silverlight     Open source     Coding","3 - 5 yrs"
"1551706607-1355","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Java, J2EE Technical Architect","https://www.naukri.com/job-listings-Java-J2EE-Technical-Architect-Aricent-Technologies-H-Limited-Bengaluru-Marathahalli-10-to-14-years-130219007941?src=premjobsearchDesk&sid=15517065763070&xp=28&px=49","null","null","null","null","null"
"1551711166-2971","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Java Developer - J2ee/spring Mvc/hibernate","https://www.naukri.com/job-listings-Java-Developer-J2ee-spring-Mvc-hibernate-TalentStack-The-Hiring-Story-Mumbai-1-to-4-years-040319002211?src=premjobsearchDesk&sid=15517110881881&xp=12&px=3","Java Developer - J2ee/spring Mvc/hibernate","TalentStack/The Hiring Story","Mumbai","Hibernate     Spring Mvc     Core Java     J2Ee     Advanced Java     SQL     NoSQL     Algorithms     OOPS     Data Structures     Java","1 - 4 yrs"
"1551707133-1546","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-45","Area Sales Manager - North India","https://www.naukri.com/job-listings-Area-Sales-Manager-North-India-Boss-Peers-Consultants-Delhi-NCR-5-to-7-years-060218004718?src=premjobsearchDesk&sid=15517071251135&xp=37&px=45","Area Sales Manager - North India","Boss & Peers Consultants","Delhi NCR","Area Sales Management     Distribution     Relationship Building     chemical     resin     Unsaturated Polyester     institutional sales","5 - 7 yrs"
"1551709433-2351","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Lead/manager -  Data Scientist","https://www.naukri.com/job-listings-Lead-manager-Data-Scientist-Gladwin-Analytics-Private-Limited-OPC-Bengaluru-7-to-11-years-260219008368?src=premjobsearchDesk&sid=15517094058807&xp=32&px=29","Lead/manager -  Data Scientist","Gladwin Analytics Private Limited (OPC)","Bengaluru","Leadership","7 - 11 yrs"
"1551710832-2859","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Senior Analyst Demand Planning","https://www.naukri.com/job-listings-Senior-Analyst-Demand-Planning-Lowe-s-Services-India-Private-limited-Bengaluru-4-to-5-years-250219902696?src=premjobsearchDesk&sid=15517108017793&xp=24&px=19","null","null","null","null","null"
"1551707548-1705","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","General Manager - Sales - Iim/iit/nit/mdi/bits","https://www.naukri.com/job-listings-General-Manager-Sales-Iim-iit-nit-mdi-bits-Toppr-com-Jaipur-3-to-7-years-210219005592?src=premjobsearchDesk&sid=15517075195548&xp=28&px=42","General Manager - Sales - Iim/iit/nit/mdi/bits","Toppr.com","Jaipur","sales management     territory growth     sales operations     lead generation     top management     team building     general management     people management     venture capital","3 - 7 yrs"
"1551707527-1697","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","Manager 2, Software Engineer IT","https://www.naukri.com/job-listings-Manager-2-Software-Engineer-IT-Dell-International-Services-India-Private-Limited-Bengaluru-12-to-14-years-280219900156?src=premjobsearchDesk&sid=15517075195548&xp=36&px=42","Manager 2, Software Engineer IT","Dell International Services India  Private Limited","Bengaluru","Procedures     Software Engineering     System Development     Problem solving     test case management system","12 - 14 yrs"
"1551711264-3007","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Scrum Master-bangalore(banneragatta Road)","https://www.naukri.com/job-listings-Scrum-Master-bangalore-banneragatta-Road-Apogee-Services-Private-Limited-Bengaluru-6-to-11-years-100119008723?src=premjobsearchDesk&sid=15517112251550&xp=26&px=2","Scrum Master-bangalore(banneragatta Road)","Apogee Services Private Limited","Bengaluru","Scrum     Certified Scrum     Project Management     E - commerce     Mobile Applications","6 - 11 yrs"
"1551707601-1725","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","Advisor Project/program Management - IT","https://www.naukri.com/job-listings-Advisor-Project-program-Management-IT-Dell-International-Services-India-Private-Limited-Bengaluru-4-to-8-years-280219900341?src=premjobsearchDesk&sid=15517075195548&xp=8&px=42","Advisor Project/program Management - IT","Dell International Services India  Private Limited","Bengaluru","scrum master     program management     project coordination     scope     communication skills","4 - 8 yrs"
"1551708773-2131","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-34","Product Development Engineer - Java/j2ee","https://www.naukri.com/job-listings-Product-Development-Engineer-Java-j2ee-Axim-Technologies-Bengaluru-3-to-5-years-260219007846?src=premjobsearchDesk&sid=1551708654279&xp=2&px=34","Product Development Engineer - Java/j2ee","Axim Technologies","Bengaluru","Spring     Core Java     Javascript     Hibernate     CSS     J2Ee     Design Patterns     SVN     HTML     SQL Database","3 - 5 yrs"
"1551711328-3030","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Backend Developer - Php/python","https://www.naukri.com/job-listings-Backend-Developer-Php-python-Squareroot-Bengaluru-1-to-5-years-040319900673?src=premjobsearchDesk&sid=15517112251550&xp=3&px=2","Backend Developer - Php/python","Squareroot","Bengaluru","Javascript     MySQL     PHP     Codeigniter     Python     Html5     Web Development     Django     Java     Server Side Programming","1 - 5 yrs"
"1551707170-1559","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-45","Senior/software Engineer - Backend - Mumbai","https://www.naukri.com/job-listings-Senior-software-Engineer-Backend-Mumbai-Eros-International-Media-Limited-Mumbai-Suburbs-3-to-8-years-280918003551?src=premjobsearchDesk&sid=15517071251135&xp=24&px=45","Senior/software Engineer - Backend - Mumbai","Eros International Media Limited","Mumbai Suburbs","Project Development     Software Engineering     Backend     B.Tech","3 - 8 yrs"
"1551709879-2509","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","Business and Integration Architect","https://www.naukri.com/job-listings-Business-and-Integration-Architect-Accenture-Chennai-6-to-10-years-270219900545?src=premjobsearchDesk&sid=15517098381524&xp=24&px=26","null","null","null","null","null"
"1551707313-1612","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-44","Opening for Full Stack Developer (asp.net, Angular, mvc, Mongodb)","https://www.naukri.com/job-listings-Opening-for-Full-Stack-Developer-asp-net-Angular-mvc-Mongodb-U-TO-SOLUTIONS-INDIA-PRIVATE-LIMITED-Mumbai-Lower-Parel-Mumbai-Suburbs-3-to-6-years-270219009909?src=premjobsearchDesk&sid=15517072621477&xp=21&px=44","Opening for Full Stack Developer (asp.net, Angular, mvc, Mongodb)","U-TO SOLUTIONS (INDIA) PRIVATE LIMITED","Mumbai(Lower Parel),    Mumbai Suburbs","asp.net mvc     asp.net     MVC     WCF     Angularjs     MongoDB     Elastic Search     jQuery     SQL     MS SQL     MS SQL Server     HTML     Bootstrap","3 - 6 yrs"
"1551710550-2747","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Full Stack Developer, Mohali","https://www.naukri.com/job-listings-Full-Stack-Developer-Mohali-Paxcom-India-Pvt-Ltd-Chandigarh-Mohali-3-to-8-years-121118008401?src=premjobsearchDesk&sid=15517105371288&xp=36&px=21","Full Stack Developer, Mohali","Paxcom India Pvt Ltd","Chandigarh,    Mohali","angularjs     postgresql     angular     mean stack developer     javascript     angular developer     Full Stack Developer     Mean Stack     Python","3 - 8 yrs"
"1551707505-1688","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","RTL Design Engineer","https://www.naukri.com/job-listings-RTL-Design-Engineer-Sankalp-Semiconductor-Pvt-ltd-Bengaluru-4-to-9-years-210119901054?src=premjobsearchDesk&sid=15517075195548&xp=45&px=42","null","null","null","null","null"
"1551707194-1568","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-45","Chief Technology Officer","https://www.naukri.com/job-listings-Chief-Technology-Officer-Human-Capital-for-Third-Sector-Hubli-10-to-20-years-270219007309?src=premjobsearchDesk&sid=15517071251135&xp=15&px=45","Chief Technology Officer","Human Capital for Third Sector","Hubli","data analytics     data mining     technology solutions     product innovation     it management     computer science     Software     IT","10 - 20 yrs"
"1551708085-1894","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Oracle HCM Consultant - Team Lead","https://www.naukri.com/job-listings-Oracle-HCM-Consultant-Team-Lead-Kovaion-Consulting-India-Private-Limited-Bengaluru-Chennai-8-to-10-years-210219004841?src=premjobsearchDesk&sid=15517080816325&xp=39&px=38","Oracle HCM Consultant - Team Lead","Kovaion Consulting India Private Limited","Bengaluru,    Chennai","global hr     oracle fusion     oracle hcm consultant     Oracle Fusion Architecture     Techno Functional Consultant","8 - 10 yrs"
"1551710579-2759","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Manager - Quantdev","https://www.naukri.com/job-listings-Manager-Quantdev-Asterion-Consulting-Pvt-Ltd-Bengaluru-5-to-8-years-210219007680?src=premjobsearchDesk&sid=15517105371288&xp=24&px=21","null","null","null","null","null"
"1551710057-2572","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Computer Scientist - Computer Vision","https://www.naukri.com/job-listings-Computer-Scientist-Computer-Vision-SQUAREROOT-Bengaluru-1-to-4-years-280219000668?src=premjobsearchDesk&sid=15517099747949&xp=11&px=25","Computer Scientist - Computer Vision","SQUAREROOT","Bengaluru","Computer Vision     Opencv     C++     MATLAB     Machine Learning     Python     Java     Signal Processing     Programming     Simulation     Computer Scientist","1 - 4 yrs"
"1551709198-2273","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","Java Developer - Airlines Domain","https://www.naukri.com/job-listings-Java-Developer-Airlines-Domain-Career-Infosystem-Bengaluru-5-to-8-years-010319900188?src=premjobsearchDesk&sid=15517090989091&xp=10&px=31","Java Developer - Airlines Domain","Career Infosystem","Bengaluru","Java EE     JMS     Spring Integration     EJB     JUnit     Oracle SQL     Web Services     Websphere     Rest     SOAP","5 - 8 yrs"
"1551711289-3016","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Hiring - Android Developer - Only Immediate Joiners","https://www.naukri.com/job-listings-Hiring-Android-Developer-Only-Immediate-Joiners-Agiliad-Technologies-Private-Limited-Pune-Gurgaon-4-to-9-years-271118009596?src=premjobsearchDesk&sid=15517112251550&xp=17&px=2","Hiring - Android Developer - Only Immediate Joiners","Agiliad Technologies Private Limited","Pune,    Gurgaon","Java     Javascript     MySQL     Web Services     Html5     Android     Web Technologies     Database     Application Development     Bluetooth Low Energy","4 - 9 yrs"
"1551706578-1344","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Graphic Designer - Photoshop/ Illustrator/ Coreldraw","https://www.naukri.com/job-listings-Graphic-Designer-Photoshop-Illustrator-Coreldraw-Sigtuple-Bengaluru-2-to-5-years-270219001632?src=premjobsearchDesk&sid=15517065763070&xp=39&px=49","Graphic Designer - Photoshop/ Illustrator/ Coreldraw","Sigtuple","Bengaluru","Photoshop     Illustrator     Corel Draw     Graphic Designing     Adobe Creative Suite     Marketing Collaterals     Design     Art     Interior Designing     Retail Outlets","2 - 5 yrs"
"1551706888-1456","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Opening for Business Head (curcumin-neutraceuticals)","https://www.naukri.com/job-listings-Opening-for-Business-Head-curcumin-neutraceuticals-Bagalkot-Cement-and-industries-Ltd-Mumbai-10-to-20-years-210219004782?src=premjobsearchDesk&sid=15517068517602&xp=27&px=47","Opening for Business Head (curcumin-neutraceuticals)","Bagalkot Cement and industries Ltd","Mumbai","Business Head     Plant Head     Herbal     Neutraceuticals     curcumin","10 - 20 yrs"
"1551709924-2526","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","Applications Development Senior Developer","https://www.naukri.com/job-listings-Applications-Development-Senior-Developer-Citicorp-Services-India-Pvt-Ltd-Pune-5-to-10-years-270219900683?src=premjobsearchDesk&sid=15517098381524&xp=7&px=26","Applications Development Senior Developer","Citicorp Services India Pvt Ltd","Pune","Development Manager     Unix     Javascript     Linux     Ajax     JSP     EJB     Weblogic     SOA     Production support","5 - 10 yrs"
"1551709445-2355","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Hiring for Sourcing Manager for Electronic Accessories","https://www.naukri.com/job-listings-Hiring-for-Sourcing-Manager-for-Electronic-Accessories-Yellow-Box-HR-Services-Pvt-Ltd-Bengaluru-5-to-10-years-260219008738?src=premjobsearchDesk&sid=15517094058807&xp=28&px=29","Hiring for Sourcing Manager for Electronic Accessories","Yellow Box HR Services Pvt. Ltd.","Bengaluru","hiring     hr     sourcing management     selection     purchase     private label     sourcing     strategic sourcing     strategic procurement     strategic purchase     electronics     consumer durables     accessories     Electricals","5 - 10 yrs"
"1551709252-2290","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Alliance Manager","https://www.naukri.com/job-listings-Alliance-Manager-ESDS-Software-Solution-Pvt-Ltd-Delhi-NCR-Mumbai-Bengaluru-Kolkata-6-to-11-years-090119007201?src=premjobsearchDesk&sid=1551709259239&xp=43&px=30","null","null","null","null","null"
"1551707889-1827","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Java Developer","https://www.naukri.com/job-listings-Java-Developer-Softsol-India-Ltd-Bengaluru-2-to-6-years-280219007161?src=premjobsearchDesk&sid=15517077946212&xp=6&px=40","Java Developer","Softsol India Ltd.","Bengaluru","rest     java     hibernate     web services     mysql     written communication     Spring     jsp     servlets     Core Java     OOPS","2 - 6 yrs"
"1551708251-1956","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","Looking for Senior Test Lead or Test Lead Position for Chennai","https://www.naukri.com/job-listings-Looking-for-Senior-Test-Lead-or-Test-Lead-Position-for-Chennai-HCL-TECHNOLOGIES-LIMITED-Chennai-5-to-10-years-200219005590?src=premjobsearchDesk&sid=15517082166820&xp=27&px=37","Looking for Senior Test Lead or Test Lead Position for Chennai","HCL TECHNOLOGIES LIMITED","Chennai","embedded software testing","5 - 10 yrs"
"1551706660-1374","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Sr. Software Engineer - iOS Developer- Java/ C++","https://www.naukri.com/job-listings-Sr-Software-Engineer-iOS-Developer-Java-C-Talpro-Delhi-NCR-Mumbai-Bengaluru-4-to-8-years-270219002450?src=premjobsearchDesk&sid=15517065763070&xp=9&px=49","Sr. Software Engineer - iOS Developer- Java/ C++","Talpro","Delhi NCR,    Mumbai,    Bengaluru","Java     C++     Android     J2Me     IOS     IPhone     Blackberry     Software Engineering     XML     Mobile Applications","4 - 8 yrs"
"1551710628-2779","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Open Position for Sr. Engineer - FPGA Design - Tejas Networks - Bnglr","https://www.naukri.com/job-listings-Open-Position-for-Sr-Engineer-FPGA-Design-Tejas-Networks-Bnglr-Tejas-Networks-Limited-Bengaluru-Electronics-City-Phase-1-3-to-6-years-250219004958?src=premjobsearchDesk&sid=15517105371288&xp=4&px=21","Open Position for Sr. Engineer - FPGA Design - Tejas Networks - Bnglr","Tejas Networks Limited","Bengaluru(Electronics City Phase 1)","fpga design     FPGA     Verilog     vhdl     RTL Design     RTL Coding     Simulation     Timing Analysis","3 - 6 yrs"
"1551711163-2970","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Software Architect - Node.js/microservices Architecture","https://www.naukri.com/job-listings-Software-Architect-Node-js-microservices-Architecture-TalentStack-The-Hiring-Story-Noida-5-to-9-years-040319002185?src=premjobsearchDesk&sid=15517110881881&xp=13&px=3","Software Architect - Node.js/microservices Architecture","TalentStack/The Hiring Story","Noida","Software Architecture     Architectural Design     Product Development     Development Planning     HP Data Protector     Front End     Microservices Architecture     JavaScript","5 - 9 yrs"
"1551706612-1357","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Big Data Engineer - Java/ J2EE","https://www.naukri.com/job-listings-Big-Data-Engineer-Java-J2EE-Simply-People-Bengaluru-6-to-10-years-270219002102?src=premjobsearchDesk&sid=15517065763070&xp=26&px=49","Big Data Engineer - Java/ J2EE","Simply People","Bengaluru","Hadoop     Hive     Java     Hdfs     Mapreduce     Pig     HBase     Spark     NoSQL     J2Ee","6 - 10 yrs"
"1551710034-2563","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Assistant Manager/ Manager - Sales & Marketing - Manufacturing","https://www.naukri.com/job-listings-Assistant-Manager-Manager-Sales-Marketing-Manufacturing-Morpheus-Consulting-Mumbai-6-to-10-years-280219000374?src=premjobsearchDesk&sid=15517099747949&xp=20&px=25","Assistant Manager/ Manager - Sales & Marketing - Manufacturing","Morpheus Consulting","Mumbai","sales management     marketing     hvac system     project scheduling     data collection     cooling system     manufacturing process     project costing     sales","6 - 10 yrs"
"1551706776-1416","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Senior Advisor, Product Management","https://www.naukri.com/job-listings-Senior-Advisor-Product-Management-Dell-International-Services-India-Private-Limited-Bengaluru-3-to-6-years-270219900724?src=premjobsearchDesk&sid=15517067149426&xp=17&px=48","Senior Advisor, Product Management","Dell International Services India  Private Limited","Bengaluru","craft     product design     user research     product engineering     product management     user stories     strategic partnerships     design patterns     executive management     agile development","3 - 6 yrs"
"1551710155-2606","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-24","Technical Architect - Java/j2ee","https://www.naukri.com/job-listings-Technical-Architect-Java-j2ee-SquareRoot-Bengaluru-8-to-13-years-280219004110?src=premjobsearchDesk&sid=15517101182112&xp=27&px=24","Technical Architect - Java/j2ee","SquareRoot","Bengaluru","Core Java     JSP     Spring Mvc     JUnit     Tomcat     J2Ee     JBoss     Rest     SOAP     Web Services     Technical Architect","8 - 13 yrs"
"1551706696-1386","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","PEGA LSA","https://www.naukri.com/job-listings-PEGA-LSA-Zensar-Technologies-Limited-Pune-Hyderabad-10-to-20-years-150219003108?src=premjobsearchDesk&sid=15517067149426&xp=47&px=48","PEGA LSA","Zensar Technologies Limited","Pune,    Hyderabad","Pega lsa     pega lead system architect     pega clsa","10 - 20 yrs"
"1551708745-2122","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-34","Reactjs Developer - (front End Developer/ui/ux)","https://www.naukri.com/job-listings-Reactjs-Developer-front-End-Developer-ui-ux-thesqua-re-Delhi-NCR-1-to-3-years-260219007557?src=premjobsearchDesk&sid=1551708654279&xp=11&px=34","Reactjs Developer - (front End Developer/ui/ux)","thesqua.re","Delhi NCR","Javascript     HTML     JQuery     CSS     Ajax     Bootstrap     React.Js     Html5     DOM     Google App Engine","1 - 3 yrs"
"1551709265-2294","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Python Developer","https://www.naukri.com/job-listings-Python-Developer-Toppersedge-com-India-Pvt-Ltd-Chennai-5-to-10-years-120618007114?src=premjobsearchDesk&sid=1551709259239&xp=39&px=30","Python Developer","Toppersedge.com India Pvt Ltd","Chennai","python","5 - 10 yrs"
"1551710697-2804","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","Java & J2EE - Senior Software Engineer","https://www.naukri.com/job-listings-Java-J2EE-Senior-Software-Engineer-Mphasis-Limited-Bengaluru-4-to-6-years-250219901433?src=premjobsearchDesk&sid=15517106685705&xp=29&px=20","Java & J2EE - Senior Software Engineer","Mphasis Limited","Bengaluru","jQuery     Agile     JSON     Test cases     Monitoring     Test strategy     Quality systems     Usage     Javascript     J2Ee","4 - 6 yrs"
"1551709908-2520","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","Embedded Software Engineer","https://www.naukri.com/job-listings-Embedded-Software-Engineer-Ciena-India-Private-Ltd-Gurgaon-4-to-6-years-270219900604?src=premjobsearchDesk&sid=15517098381524&xp=13&px=26","Embedded Software Engineer","Ciena India Private Ltd.","Gurgaon","Linux     Networking     Coding     Embedded software     VXWorks     Software design     Talent acquisition     Ciena     Testing     Technical leadership","4 - 6 yrs"
"1551710799-2843","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","ACN - Digital - Analytics - FS Analytics","https://www.naukri.com/job-listings-ACN-Digital-Analytics-FS-Analytics-Accenture-Bengaluru-3-to-5-years-250219901976?src=premjobsearchDesk&sid=15517108017793&xp=40&px=19","null","null","null","null","null"
"1551711126-2956","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Team Lead - UI","https://www.naukri.com/job-listings-Team-Lead-UI-Rage-Communications-Pvt-Ltd-Chennai-5-to-9-years-021118005576?src=premjobsearchDesk&sid=15517110881881&xp=27&px=3","Team Lead - UI","Rage Communications Pvt. Ltd.","Chennai","jQuery     Javascript     Html5     CSS     Notepad     UI Development     UI     ui developer     Team Handling     Team Leading","5 - 9 yrs"
"1551710840-2862","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Senior Engineering Manager - Cloud","https://www.naukri.com/job-listings-Senior-Engineering-Manager-Cloud-Lowe-s-Services-India-Private-limited-Bengaluru-15-to-18-years-250219902719?src=premjobsearchDesk&sid=15517108017793&xp=21&px=19","null","null","null","null","null"
"1551709591-2407","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-28","Obiee Developer","https://www.naukri.com/job-listings-Obiee-Developer-HTC-Global-Services-India-Pvt-Ltd-Chennai-4-to-9-years-270219003684?src=premjobsearchDesk&sid=15517095509489&xp=26&px=28","Obiee Developer","HTC Global Services (India) Pvt. Ltd.","Chennai","OBIEE     Financial Reporting     SQL     Tableau","4 - 9 yrs"
"1551706945-1478","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","PHP Developer - MVC Frameworks","https://www.naukri.com/job-listings-PHP-Developer-MVC-Frameworks-Confidential-Bengaluru-5-to-8-years-141218901694?src=premjobsearchDesk&sid=15517068517602&xp=5&px=47","PHP Developer - MVC Frameworks","Confidential","Bengaluru","Web Services     SOAP     Rest     MVC     Web Technologies     object - oriented programming     design patterns     JavaScript     HTML5","5 - 8 yrs"
"1551706609-1356","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","UI Developer/web Developer","https://www.naukri.com/job-listings-UI-Developer-web-Developer-Aricent-Technologies-H-Limited-Bengaluru-Marathahalli-8-to-12-years-120219003246?src=premjobsearchDesk&sid=15517065763070&xp=27&px=49","null","null","null","null","null"
"1551708067-1887","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Presales Solutions - HRO Domain","https://www.naukri.com/job-listings-Presales-Solutions-HRO-Domain-Wipro-Delhi-NCR-Mumbai-Bengaluru-10-to-18-years-180219008522?src=premjobsearchDesk&sid=15517080816325&xp=46&px=38","Presales Solutions - HRO Domain","Wipro","Delhi NCR,    Mumbai,    Bengaluru","Hr Outsourcing     Recruitment     RFI     RFP     Payroll     RFX     Solution Development     Benefits Administration     Solution Design     Business Solutions","10 - 18 yrs"
"1551709930-2528","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","Ruby on Rails Developer - Cloud Computing","https://www.naukri.com/job-listings-Ruby-on-Rails-Developer-Cloud-Computing-Emploi-Consultancy-Gurgaon-Gurugram-2-to-7-years-270219903759?src=premjobsearchDesk&sid=15517098381524&xp=5&px=26","Ruby on Rails Developer - Cloud Computing","Emploi Consultancy","Gurgaon,    Gurugram","Javascript     Node.Js     Angularjs     CSS     Html5     MongoDB     Web Services     Rest     Ruby     SOAP     Ruby on Rails Developer","2 - 7 yrs"
"1551707212-1575","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-45","Technical Lead","https://www.naukri.com/job-listings-Technical-Lead-SUCCESSWRKS-HR-Solutions-Private-Limited-Bengaluru-Outer-Ring-Road-South-6-to-8-years-270219007604?src=premjobsearchDesk&sid=15517071251135&xp=8&px=45","Technical Lead","SUCCESSWRKS HR Solutions Private Limited","Bengaluru(Outer Ring Road South)","asp net     .net     software development     web application development     agile     mvc     Product Development     product design     Coding     developer","6 - 8 yrs"
"1551711088-2943","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Manager/sr. Manager - Customer Analytics","https://www.naukri.com/job-listings-Manager-sr-Manager-Customer-Analytics-Impeccable-HR-Consulting-Pvt-Ltd-Mumbai-2-to-7-years-040319900221?src=premjobsearchDesk&sid=15517110881881&xp=40&px=3","Manager/sr. Manager - Customer Analytics","Impeccable HR Consulting Pvt. Ltd.","Mumbai","Customer Analytics     Scorecard     analytics     Data Modeling     risk analytics","2 - 7 yrs"
"1551709415-2345","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Head - Transmission Line( Value Engineering)- Senior/hod role","https://www.naukri.com/job-listings-Head-Transmission-Line-Value-Engineering-Senior-hod-role-STERLITE-POWER-TRANSMISSION-LIMITED-Delhi-NCR-15-to-25-years-260219007896?src=premjobsearchDesk&sid=15517094058807&xp=38&px=29","Head - Transmission Line( Value Engineering)- Senior/hod role","STERLITE POWER TRANSMISSION LIMITED","Delhi NCR","Value Engineering     Transmission Line     PLS CAD","15 - 25 yrs"
"1551709713-2451","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-27","J2EE Developer - Spring/ Hibernate","https://www.naukri.com/job-listings-J2EE-Developer-Spring-Hibernate-Career-Infosystem-Bengaluru-Pune-8-to-12-years-270219006882?src=premjobsearchDesk&sid=15517096896357&xp=32&px=27","J2EE Developer - Spring/ Hibernate","Career Infosystem","Bengaluru,    Pune","Java     Hibernate     Spring     J2Ee     JPA     JMS     JBoss     Eclipse     Rest     JDK","8 - 12 yrs"
"1551710017-2557","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Lead AngularJS Developer - Open Source Technologies","https://www.naukri.com/job-listings-Lead-AngularJS-Developer-Open-Source-Technologies-Unitres-Business-Solutions-Bengaluru-6-to-10-years-270219904276?src=premjobsearchDesk&sid=15517099747949&xp=26&px=25","Lead AngularJS Developer - Open Source Technologies","Unitres Business Solutions","Bengaluru","Angular 2     Angular 4     Angular 5     Angular 6     Javascript     Java     AngularJS     Open Source     jQuery     HTML5     CSS3","6 - 10 yrs"
"1551709671-2436","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-27","Automation Test Engineer _java, Rest Assured, API","https://www.naukri.com/job-listings-Automation-Test-Engineer-java-Rest-Assured-API-Talent-Grow-Recruitment-Consultants-Delhi-NCR-Gurgaon-4-to-9-years-270219005840?src=premjobsearchDesk&sid=15517096896357&xp=47&px=27","Automation Test Engineer _java, Rest Assured, API","Talent Grow Recruitment Consultants","Delhi NCR,    Gurgaon","Java     Agile     Cucumber     Rest     Test Engineering     Scrum     Unix","4 - 9 yrs"
